	language	split	speaker id	native language	raised in	dialect	sex	age	occupation	cold or allergy	smoker	supervisor	record date	topic article	tapelabel	record place	environment noise	record conditions	comments
CZE072	CZE	train	072	Czech	NaN	common Czech	female	21	NaN	NaN	nonsmoking	Hajic/Peterek	August 1998	general news from Lidove Noviny newspaper	notape	NaN	quiet	Sennheiser HMD410 close-talking microphone	Macháèek Valaské Meziøíèí 104
CZE077	CZE	train	077	Czech	NaN	common Czech	male	26	NaN	NaN	nonsmoking	Hajic/Peterek	August 1998	general news from Lidove Noviny newspaper	notape	NaN	quiet	Sennheiser HMD410 close-talking microphone	Macháèek Dìèín 104
CZE030	CZE	train	030	Czech	NaN	common Czech	male	21	NaN	NaN	nonsmoking	Hajic/Peterek	August 1998	economic news from Ceskomoravsky Profit Journal	notape	NaN	quiet	Sennheiser HMD410 close-talking microphone	Podveský nic 74
CZE081	CZE	train	081	Czech	NaN	common Czech	male	48	NaN	NaN	nonsmoking	Hajic/Peterek	August 1998	general news from Lidove Noviny newspaper	notape	NaN	quiet	Sennheiser HMD410 close-talking microphone	evèík nic 5
CZE042	CZE	train	042	Czech	NaN	common Czech	female	22	NaN	NaN	nonsmoking	Hajic/Peterek	August 1998	economic news from Ceskomoravsky Profit Journal	notape	NaN	quiet	Sennheiser HMD410 close-talking microphone	Podveský kolej 140
CZE098	CZE	eval	098	Czech	NaN	common Czech	female	16	NaN	NaN	nonsmoking	Hajic/Peterek	August 1998	general news from Lidove Noviny newspaper	notape	NaN	quiet	Sennheiser HMD410 close-talking microphone	evèík nic 1
CZE070	CZE	train	070	Czech	NaN	common Czech	female	23	NaN	NaN	nonsmoking	Hajic/Peterek	August 1998	general news from Lidove Noviny newspaper	notape	NaN	quiet	Sennheiser HMD410 close-talking microphone	Macháèek Kolín 104
CZE003	CZE	train	003	Czech	NaN	common Czech	female	26	NaN	NaN	nonsmoking	Hajic/Peterek	August 1998	economic news from Ceskomoravsky Profit Journal	notape	NaN	quiet	Sennheiser HMD410 close-talking microphone	JK Ufal nic 98
CZE001	CZE	train	001	Czech	NaN	common Czech	female	51	NaN	NaN	nonsmoking	Hajic/Peterek	August 1998	economic news from Ceskomoravsky Profit Journal	notape	NaN	quiet	Sennheiser HMD410 close-talking microphone	JK doma 140 nic 140
CZE020	CZE	train	020	Czech	NaN	common Czech	female	25	NaN	NaN	nonsmoking	Hajic/Peterek	August 1998	economic news from Ceskomoravsky Profit Journal	notape	NaN	quiet	Sennheiser HMD410 close-talking microphone	JK 140
CZE055	CZE	train	055	Czech	NaN	common Czech	male	23	NaN	NaN	nonsmoking	Hajic/Peterek	August 1998	general news from Lidove Noviny newspaper	notape	NaN	quiet	Sennheiser HMD410 close-talking microphone	Macháèek Bruntál 100
CZE013	CZE	train	013	Czech	NaN	common Czech	male	21	NaN	NaN	nonsmoking	Hajic/Peterek	August 1998	economic news from Ceskomoravsky Profit Journal	notape	NaN	quiet	Sennheiser HMD410 close-talking microphone	JK nic 134
CZE002	CZE	train	002	Czech	NaN	common Czech	female	20	NaN	NaN	nonsmoking	Hajic/Peterek	August 1998	economic news from Ceskomoravsky Profit Journal	notape	NaN	quiet	Sennheiser HMD410 close-talking microphone	JK doma nic 47
CZE058	CZE	train	058	Czech	NaN	common Czech	male	21	NaN	NaN	nonsmoking	Hajic/Peterek	August 1998	general news from Lidove Noviny newspaper	notape	NaN	quiet	Sennheiser HMD410 close-talking microphone	Macháèek Dvùr Králové n.L. 100
CZE045	CZE	train	045	Czech	NaN	common Czech	male	23	NaN	NaN	nonsmoking	Hajic/Peterek	August 1998	economic news from Ceskomoravsky Profit Journal	notape	NaN	quiet	Sennheiser HMD410 close-talking microphone	Podveský kolej 140
CZE021	CZE	train	021	Czech	NaN	common Czech	female	19	NaN	NaN	nonsmoking	Hajic/Peterek	August 1998	economic news from Ceskomoravsky Profit Journal	notape	NaN	quiet	Sennheiser HMD410 close-talking microphone	JK nic 11
CZE051	CZE	train	051	Czech	NaN	common Czech	male	25	NaN	NaN	nonsmoking	Hajic/Peterek	August 1998	economic news from Ceskomoravsky Profit Journal	notape	NaN	quiet	Sennheiser HMD410 close-talking microphone	Podveský 129
CZE090	CZE	eval	090	Czech	NaN	common Czech	female	21	NaN	NaN	nonsmoking	Hajic/Peterek	August 1998	general news from Lidove Noviny newspaper	notape	NaN	quiet	Sennheiser HMD410 close-talking microphone	evèík Pelhøimov 103
CZE043	CZE	train	043	Czech	NaN	common Czech	male	22	NaN	NaN	nonsmoking	Hajic/Peterek	August 1998	economic news from Ceskomoravsky Profit Journal	notape	NaN	quiet	Sennheiser HMD410 close-talking microphone	Podveský kolej 140
CZE049	CZE	train	049	Czech	NaN	common Czech	male	22	NaN	NaN	nonsmoking	Hajic/Peterek	August 1998	economic news from Ceskomoravsky Profit Journal	notape	NaN	quiet	Sennheiser HMD410 close-talking microphone	Podveský Podkrkono¹í, kolej 140
FRA006	FRA	train	006	French	NaN	NaN	female	21	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA019	FRA	train	019	French	NaN	NaN	male	27	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA065	FRA	train	065	French	NaN	NaN	female	27	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA001	FRA	train	001	French	NaN	NaN	male	23	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA003	FRA	train	003	French	NaN	NaN	male	26	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA030	FRA	train	030	French	NaN	NaN	female	30	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA064	FRA	train	064	French	NaN	NaN	male	32	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA094	FRA	eval	094	French	NaN	NaN	male	38	NaN	NaN	nonsmoking	Dominique Vaufreydaz	18/05/00	news	NaN	NaN	NaN	NaN	NaN
FRA090	FRA	train	090	French	NaN	NaN	male	29	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA046	FRA	train	046	French	NaN	NaN	male	37	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA063	FRA	train	063	French	NaN	NaN	female	29	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA078	FRA	train	078	French	NaN	NaN	male	60	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA068	FRA	train	068	French	NaN	NaN	male	40	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA033	FRA	train	033	French	NaN	NaN	male	28	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA036	FRA	train	036	French	NaN	NaN	male	24	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA031	FRA	train	031	French	NaN	NaN	female	47	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA011	FRA	train	011	French	NaN	NaN	male	35	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA074	FRA	train	074	French	NaN	NaN	male	43	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA054	FRA	train	054	French	NaN	NaN	female	61	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA048	FRA	train	048	French	NaN	NaN	male	32	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA086	FRA	dev	086	French	NaN	NaN	male	24	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA018	FRA	train	018	French	NaN	NaN	female	34	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA013	FRA	train	013	French	NaN	NaN	female	29	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA095	FRA	eval	095	French	NaN	NaN	male	24	NaN	NaN	nonsmoking	Dominique Vaufreydaz	18/05/00	news	NaN	NaN	NaN	NaN	NaN
FRA066	FRA	train	066	French	NaN	NaN	female	22	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA083	FRA	dev	083	French	NaN	NaN	female	51	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA075	FRA	train	075	French	NaN	NaN	female	29	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA007	FRA	train	007	French	NaN	NaN	male	54	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA059	FRA	train	059	French	NaN	NaN	female	24	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA084	FRA	dev	084	French	NaN	NaN	female	42	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA080	FRA	train	080	French	NaN	NaN	male	33	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA073	FRA	train	073	French	NaN	NaN	male	41	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA056	FRA	train	056	French	NaN	NaN	male	23	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA072	FRA	train	072	French	NaN	NaN	female	36	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA082	FRA	dev	082	French	NaN	NaN	female	22	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA025	FRA	train	025	French	NaN	NaN	male	21	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA010	FRA	train	010	French	NaN	NaN	female	29	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA087	FRA	dev	087	French	NaN	NaN	female	31	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA039	FRA	train	039	French	NaN	NaN	female	22	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA044	FRA	train	044	French	NaN	NaN	male	21	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA037	FRA	train	037	French	NaN	NaN	female	33	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA009	FRA	train	009	French	NaN	NaN	male	62	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA071	FRA	train	071	French	NaN	NaN	female	24	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA079	FRA	train	079	French	NaN	NaN	female	46	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA076	FRA	train	076	French	NaN	NaN	male	15	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA015	FRA	train	015	French	NaN	NaN	female	54	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA049	FRA	train	049	French	NaN	NaN	male	25	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA051	FRA	train	051	French	NaN	NaN	female	29	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA016	FRA	train	016	French	NaN	NaN	male	27	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA052	FRA	train	052	French	NaN	NaN	female	41	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA005	FRA	train	005	French	NaN	NaN	female	36	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA008	FRA	train	008	French	NaN	NaN	male	26	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA038	FRA	train	038	French	NaN	NaN	female	23	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA069	FRA	train	069	French	NaN	NaN	male	37	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA058	FRA	train	058	French	NaN	NaN	male	23	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA014	FRA	train	014	French	NaN	NaN	male	52	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA081	FRA	train	081	French	NaN	NaN	female	21	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA060	FRA	train	060	French	NaN	NaN	male	25	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA100	FRA	train	100	French	NaN	NaN	male	25	NaN	NaN	nonsmoking	Dominique Vaufreydaz	26/09/00	news	NaN	NaN	NaN	NaN	NaN
FRA020	FRA	train	020	French	NaN	NaN	male	23	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA099	FRA	train	099	French	NaN	NaN	female	38	NaN	NaN	nonsmoking	Dominique Vaufreydaz	26/09/00	news	NaN	NaN	NaN	NaN	NaN
FRA027	FRA	train	027	French	NaN	NaN	male	22	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA096	FRA	eval	096	French	NaN	NaN	female	47	NaN	NaN	nonsmoking	Dominique Vaufreydaz	18/05/00	news	NaN	NaN	NaN	NaN	NaN
FRA002	FRA	train	002	French	NaN	NaN	female	22	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA067	FRA	train	067	French	NaN	NaN	female	63	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA093	FRA	eval	093	French	NaN	NaN	male	28	NaN	NaN	nonsmoking	Dominique Vaufreydaz	18/05/00	news	NaN	NaN	NaN	NaN	NaN
FRA062	FRA	train	062	French	NaN	NaN	female	21	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA085	FRA	dev	085	French	NaN	NaN	male	22	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA098	FRA	eval	098	French	NaN	NaN	male	53	NaN	NaN	nonsmoking	Dominique Vaufreydaz	18/05/00	news	NaN	NaN	NaN	NaN	NaN
FRA023	FRA	train	023	French	NaN	NaN	male	24	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA092	FRA	eval	092	French	NaN	NaN	female	23	NaN	NaN	nonsmoking	Dominique Vaufreydaz	18/05/00	news	NaN	NaN	NaN	NaN	NaN
FRA041	FRA	train	041	French	NaN	NaN	female	30	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA026	FRA	train	026	French	NaN	NaN	female	48	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA035	FRA	train	035	French	NaN	NaN	male	54	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA034	FRA	train	034	French	NaN	NaN	male	43	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA088	FRA	dev	088	French	NaN	NaN	male	47	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA061	FRA	train	061	French	NaN	NaN	female	22	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA022	FRA	train	022	French	NaN	NaN	female	40	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA091	FRA	eval	091	French	NaN	NaN	female	22	NaN	NaN	nonsmoking	Dominique Vaufreydaz	18/05/00	news	NaN	NaN	NaN	NaN	NaN
FRA042	FRA	train	042	French	NaN	NaN	female	23	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA047	FRA	train	047	French	NaN	NaN	female	22	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA032	FRA	train	032	French	NaN	NaN	male	21	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA055	FRA	train	055	French	NaN	NaN	male	22	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA045	FRA	train	045	French	NaN	NaN	male	24	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA017	FRA	train	017	French	NaN	NaN	female	57	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA024	FRA	train	024	French	NaN	NaN	female	54	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA050	FRA	train	050	French	NaN	NaN	male	42	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA097	FRA	eval	097	French	NaN	NaN	female	23	NaN	NaN	nonsmoking	Dominique Vaufreydaz	18/05/00	news	NaN	NaN	NaN	NaN	NaN
FRA029	FRA	train	029	French	NaN	NaN	female	NaN	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA028	FRA	train	028	French	NaN	NaN	male	23	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA077	FRA	train	077	French	NaN	NaN	male	NaN	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA070	FRA	train	070	French	NaN	NaN	female	51	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA089	FRA	dev	089	French	NaN	NaN	male	24	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA043	FRA	train	043	French	NaN	NaN	female	54	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA057	FRA	train	057	French	NaN	NaN	male	24	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA021	FRA	train	021	French	NaN	NaN	female	19	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA012	FRA	train	012	French	NaN	NaN	female	32	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA053	FRA	train	053	French	NaN	NaN	female	21	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA004	FRA	train	004	French	NaN	NaN	female	22	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
FRA040	FRA	train	040	French	NaN	NaN	female	17	NaN	NaN	nonsmoking	Dominique Vaufreydaz	13/03/01	news	NaN	NaN	NaN	NaN	NaN
DEU015	DEU	train	015 	German 	 	 	male 	 	PhD student	 	 	Thomas Kemp 	NaN	 	notape 	office small 	quiet 	Sun recording under Solaris	 
DEU061	DEU	train	061 	German 	 	 	male 	 	student	 	 	Thomas Kemp 	NaN	 	notape 	office small 	quiet 	Sun recording under Solaris	 
DEU059	DEU	train	059 	German 	 	 	male 	 	student	 	 	Thomas Kemp 	NaN	 	notape 	office small 	quiet 	Sun recording under Solaris	 
DEU004	DEU	train	004 	German 	 	 	male 	 	PhD student	 	 	Thomas Kemp 	NaN	 	notape 	office small 	quiet 	Sun recording under Solaris	 
DEU036	DEU	train	036 	German 	 	 	male 	 	student	 	 	Thomas Kemp 	NaN	 	notape 	office small 	quiet 	Sun recording under Solaris	 
DEU069	DEU	train	069 	German 	 	 	male 	 	student	 	 	Thomas Kemp 	NaN	 	notape 	office small 	quiet 	Sun recording under Solaris	 
DEU052	DEU	train	052 	German 	 	 	male 	 	PhD student	 	 	Thomas Kemp 	NaN	 	notape 	office small 	quiet 	Sun recording under Solaris	 
DEU066	DEU	train	066 	German 	 	 	male 	 	student	 	 	Thomas Kemp 	NaN	 	notape 	office small 	quiet 	Sun recording under Solaris	 
DEU040	DEU	train	040 	German 	 	 	male 	 	student	 	 	Thomas Kemp 	NaN	 	notape 	office small 	quiet 	Sun recording under Solaris	 
DEU038	DEU	train	038 	German 	 	 	male 	 	student	 	 	Thomas Kemp 	NaN	 	notape 	office small 	quiet 	Sun recording under Solaris	 
DEU001	DEU	train	001 	German 	 	 	male 	 	professor	 	 	Thomas Kemp 	NaN	 	notape 	office small 	quiet 	Sun recording under Solaris	 
DEU019	DEU	train	019 	German 	 	 	male 	 	PhD student	 	 	Thomas Kemp 	NaN	 	notape 	office small 	quiet 	Sun recording under Solaris	 
DEU071	DEU	train	071 	German 	 	 	male 	 	student	 	 	Thomas Kemp 	NaN	 	notape 	office small 	quiet 	Sun recording under Solaris	 
DEU013	DEU	train	013 	German 	 	 	male 	 	PhD student	 	 	Thomas Kemp 	NaN	 	notape 	office small 	quiet 	Sun recording under Solaris	 
DEU041	DEU	train	041 	German 	 	 	male 	 	student	 	 	Thomas Kemp 	NaN	 	notape 	office small 	quiet 	Sun recording under Solaris	 
DEU077	DEU	train	077 	German 	 	 	male 	 	student	 	 	Thomas Kemp 	NaN	 	notape 	office small 	quiet 	Sun recording under Solaris	 
DEU057	DEU	train	057 	German 	 	 	male 	 	student	 	 	Thomas Kemp 	NaN	 	notape 	office small 	quiet 	Sun recording under Solaris	 
DEU067	DEU	train	067 	German 	 	 	male 	 	student	 	 	Thomas Kemp 	NaN	 	notape 	office small 	quiet 	Sun recording under Solaris	 
DEU068	DEU	train	068 	German 	 	 	male 	 	student	 	 	Thomas Kemp 	NaN	 	notape 	office small 	quiet 	Sun recording under Solaris	 
DEU064	DEU	train	064 	German 	 	 	male 	 	student	 	 	Thomas Kemp 	NaN	 	notape 	office small 	quiet 	Sun recording under Solaris	 
DEU074	DEU	train	074 	German 	 	 	male 	 	student	 	 	Thomas Kemp 	NaN	 	notape 	office small 	quiet 	Sun recording under Solaris	 
DEU037	DEU	train	037 	German 	 	 	male 	 	student	 	 	Thomas Kemp 	NaN	 	notape 	office small 	quiet 	Sun recording under Solaris	 
DEU034	DEU	train	034 	German 	 	 	male 	 	student	 	 	Thomas Kemp 	NaN	 	notape 	office small 	quiet 	Sun recording under Solaris	 
DEU049	DEU	train	049 	German 	 	 	female 	 	student	 	 	Thomas Kemp 	NaN	 	notape 	office small 	quiet 	Sun recording under Solaris	 
DEU014	DEU	train	014 	German 	 	 	male 	 	PhD student	 	 	Thomas Kemp 	NaN	 	notape 	office small 	quiet 	Sun recording under Solaris	 
DEU047	DEU	train	047 	German 	 	 	male 	 	student	 	 	Thomas Kemp 	NaN	 	notape 	office small 	quiet 	Sun recording under Solaris	 
DEU021	DEU	train	021 	German 	 	 	male 	 	student	 	 	Thomas Kemp 	NaN	 	notape 	office small 	quiet 	Sun recording under Solaris	 
DEU044	DEU	train	044 	German 	 	 	male 	 	student	 	 	Thomas Kemp 	NaN	 	notape 	office small 	quiet 	Sun recording under Solaris	 
DEU010	DEU	train	010 	German 	 	 	female 	 	PhD student	 	 	Thomas Kemp 	NaN	 	notape 	office small 	quiet 	Sun recording under Solaris	 
DEU011	DEU	train	011 	German 	 	 	female 	 	student	 	 	Thomas Kemp 	NaN	 	notape 	office small 	quiet 	Sun recording under Solaris	 
DEU028	DEU	train	028 	German 	 	 	male 	 	PhD student	 	 	Thomas Kemp 	NaN	 	notape 	office small 	quiet 	Sun recording under Solaris	 
DEU054	DEU	train	054 	German 	 	 	male 	 	student	 	 	Thomas Kemp 	NaN	 	notape 	office small 	quiet 	Sun recording under Solaris	 
DEU027	DEU	train	027 	German 	 	 	male 	 	student	 	 	Thomas Kemp 	NaN	 	notape 	office small 	quiet 	Sun recording under Solaris	 
DEU023	DEU	train	023 	German 	 	 	male 	 	student	 	 	Thomas Kemp 	NaN	 	notape 	office small 	quiet 	Sun recording under Solaris	 
DEU017	DEU	train	017 	German 	 	 	male 	 	student	 	 	Thomas Kemp 	NaN	 	notape 	office small 	quiet 	Sun recording under Solaris	 
DEU056	DEU	train	056 	German 	 	 	male 	 	student	 	 	Thomas Kemp 	NaN	 	notape 	office small 	quiet 	Sun recording under Solaris	 
DEU065	DEU	train	065 	German 	 	 	male 	 	student	 	 	Thomas Kemp 	NaN	 	notape 	office small 	quiet 	Sun recording under Solaris	 
DEU048	DEU	train	048 	German 	 	 	male 	 	student	 	 	Thomas Kemp 	NaN	 	notape 	office small 	quiet 	Sun recording under Solaris	 
DEU012	DEU	train	012 	German 	 	 	male 	 	PhD student	 	 	Thomas Kemp 	NaN	 	notape 	office small 	quiet 	Sun recording under Solaris	 
DEU062	DEU	train	062 	German 	 	 	male 	 	student	 	 	Thomas Kemp 	NaN	 	notape 	office small 	quiet 	Sun recording under Solaris	 
DEU022	DEU	train	022 	German 	 	 	male 	 	student	 	 	Thomas Kemp 	NaN	 	notape 	office small 	quiet 	Sun recording under Solaris	 
DEU058	DEU	train	058 	German 	 	 	male 	 	student	 	 	Thomas Kemp 	NaN	 	notape 	office small 	quiet 	Sun recording under Solaris	 
DEU025	DEU	train	025 	German 	 	 	male 	 	student	 	 	Thomas Kemp 	NaN	 	notape 	office small 	quiet 	Sun recording under Solaris	 
